Fid,pid,ptime,date_time,src_ip_address,dst_ip_address,frame_protos,src_port,dst_port,sbytes,dbytes,uid,Label
10.42.0.211-10.42.0.1-38714-53-17,45028670,40:23.9,2022-12-26 04:48:00+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1720729,CnAG8V1v0GRo6BkqPc,0
10.42.0.42-106.11.93.16-35837-443-6,45028671,40:23.9,2022-12-26 04:48:45+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,45308,CnAG8V1v0GRo6BkqPc,1
10.42.0.211-52.84.34.143-57161-443-6,45028672,40:23.9,2022-12-26 04:49:00+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,3796,CnAG8V1v0GRo6BkqPc,1
172.217.3.106-10.42.0.151-443-60823-6,45028810,40:24.0,2022-12-26 04:50:45+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,420,CnAG8V1v0GRo6BkqPc,0
172.217.11.46-10.42.0.151-443-46447-6,45028811,40:24.0,2022-12-26 05:08:25+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
192.229.163.180-10.42.0.42-443-52283-6,45028812,40:24.0,2022-12-26 05:33:02+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,956,CnAG8V1v0GRo6BkqPc,0
180.149.138.210-10.42.0.211-80-40262-6,45028813,40:24.0,2022-12-26 05:33:20+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,336,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-10.42.0.1-60774-53-17,45028814,40:24.0,2022-12-26 05:33:45+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,956,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-10.42.0.1-40754-53-17,45028815,40:24.0,2022-12-26 05:34:34+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,1
10.42.0.211-72.21.207.148-42355-443-6,45028816,40:24.0,2022-12-26 05:36:08+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
216.58.219.227-10.42.0.151-443-56610-6,45028817,40:24.0,2022-12-26 05:38:19+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,1
208.80.154.224-10.42.0.211-443-34709-6,45028818,40:24.0,2022-12-26 05:38:05+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
10.42.0.42-31.13.80.37-36411-443-6,45028819,40:24.0,2022-12-26 06:17:03+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,1
192.229.173.173-10.42.0.211-443-58665-6,45028820,40:24.0,2022-12-26 06:17:17+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,363,1008,CnAG8V1v0GRo6BkqPc,1
10.42.0.211-66.102.255.61-35485-443-6,45028821,40:24.0,2022-12-26 06:37:20+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,363,504,CnAG8V1v0GRo6BkqPc,0
172.217.9.234-10.42.0.151-443-39448-6,45028956,40:24.1,2022-12-26 06:37:16+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
158.85.58.60-10.42.0.151-5222-43013-6,45028957,40:24.1,2022-12-26 06:59:39+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
208.185.50.45-10.42.0.211-443-59979-6,45028962,40:24.1,2022-12-26 06:59:58+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-10.42.0.1-47717-53-17,45028963,40:24.1,2022-12-26 07:05:08+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,840,CnAG8V1v0GRo6BkqPc,1
172.217.3.110-10.42.0.151-443-49991-6,45028964,40:24.1,2022-12-26 07:06:30+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
172.217.10.110-10.42.0.151-443-44715-6,45028965,40:24.1,2022-12-26 07:11:03+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
10.42.0.151-111.206.25.159-48026-80-6,45028966,40:24.1,2022-12-26 08:11:24+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-10.42.0.1-1472-53-17,45028967,40:24.1,2022-12-26 08:12:28+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
10.42.0.211-123.125.29.220-46081-80-6,45028968,40:24.1,2022-12-26 08:15:59+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,892,CnAG8V1v0GRo6BkqPc,0
172.217.3.99-10.42.0.151-443-39237-6,45028969,40:24.1,2022-12-26 08:26:58+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
180.149.134.141-10.42.0.211-80-57695-6,45029106,40:24.2,2022-12-26 08:36:11+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,420,CnAG8V1v0GRo6BkqPc,0
10.42.0.42-104.254.66.16-49939-80-6,45029107,40:24.2,2022-12-26 08:37:50+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,956,CnAG8V1v0GRo6BkqPc,1
174.35.73.110-10.42.0.211-80-47715-6,45029162,40:24.2,2022-12-26 08:37:53+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,1
183.79.17.108-10.42.0.151-443-60432-6,45029163,40:24.2,2022-12-26 10:02:17+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,660,CnAG8V1v0GRo6BkqPc,0
10.42.0.151-10.42.0.1-2381-53-17,45029164,40:24.2,2022-12-26 10:02:12+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
171.84.4.11-10.42.0.211-80-48070-6,45029165,40:24.2,2022-12-26 10:08:40+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,1
10.42.0.151-10.42.0.1-61587-53-17,45029166,40:24.2,2022-12-26 10:12:29+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,420,CnAG8V1v0GRo6BkqPc,1
10.42.0.211-10.42.0.1-56168-53-17,45029167,40:24.2,2022-12-26 10:16:51+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,956,CnAG8V1v0GRo6BkqPc,1
10.42.0.211-123.151.79.150-33677-80-6,45029168,40:24.2,2022-12-26 10:19:23+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,2615,CnAG8V1v0GRo6BkqPc,1
10.42.0.211-119.146.74.33-53733-443-6,45029169,40:24.2,2022-12-26 10:53:08+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,3861,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-10.42.0.1-15450-53-17,45029170,40:24.2,2022-12-26 10:53:44+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,42615,CnAG8V1v0GRo6BkqPc,1
202.77.129.146-10.42.0.42-80-54018-6,45029171,40:24.2,2022-12-26 11:11:47+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,4846,CnAG8V1v0GRo6BkqPc,0
10.42.0.42-13.228.179.78-44947-80-6,45029172,40:24.2,2022-12-26 12:42:55+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,363,49426,CnAG8V1v0GRo6BkqPc,0
10.42.0.151-36.110.213.49-37844-80-6,45029173,40:24.2,2022-12-26 12:44:52+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,363,1834096,CnAG8V1v0GRo6BkqPc,1
172.217.6.234-10.42.0.42-443-44908-6,45029488,40:24.2,2022-12-26 12:46:00+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,4360,CnAG8V1v0GRo6BkqPc,1
172.217.9.227-10.42.0.42-443-50715-6,45029489,40:24.2,2022-12-26 12:56:37+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,3586,CnAG8V1v0GRo6BkqPc,0
192.229.173.173-10.42.0.151-80-44109-6,45029500,40:24.2,2022-12-26 14:54:24+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1960025,CnAG8V1v0GRo6BkqPc,1
172.217.10.234-10.42.0.151-443-48037-6,45029501,40:24.2,2022-12-26 15:51:59+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,850,CnAG8V1v0GRo6BkqPc,0
222.73.28.96-10.42.0.211-80-38318-6,45029502,40:24.2,2022-12-26 15:51:48+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,339,CnAG8V1v0GRo6BkqPc,0
10.42.0.151-66.198.24.253-38648-443-6,45029503,40:24.2,2022-12-26 15:52:43+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,840,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-119.146.74.34-47827-80-6,45029504,40:24.2,2022-12-26 15:52:48+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
10.42.0.151-10.42.0.1-47882-53-17,45029505,40:24.2,2022-12-26 16:03:44+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
202.77.129.54-10.42.0.42-80-45065-6,45029506,40:24.2,2022-12-26 16:04:00+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,892,CnAG8V1v0GRo6BkqPc,0
205.185.216.42-10.42.0.151-80-53356-6,45029507,40:24.2,2022-12-26 16:20:45+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
203.205.144.183-10.42.0.151-80-47893-6,45029588,40:24.3,2022-12-26 16:22:30+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,956,CnAG8V1v0GRo6BkqPc,0
172.217.12.136-10.42.0.151-443-36812-6,45029589,40:24.3,2022-12-26 16:36:14+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1476,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-104.88.89.135-49566-443-6,45029590,40:24.3,2022-12-26 16:52:56+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,892,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-98.139.199.204-55548-443-6,45029591,40:24.3,2022-12-26 16:55:04+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,420,CnAG8V1v0GRo6BkqPc,0
10.42.0.1-10.42.0.42-53-40866-17,45029592,40:24.3,2022-12-26 16:54:55+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-66.198.178.50-45338-443-6,45029598,40:24.3,2022-12-26 17:00:55+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
198.11.132.178-10.42.0.151-443-33874-6,45029599,40:24.3,2022-12-26 17:02:22+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,892,CnAG8V1v0GRo6BkqPc,0
172.217.12.206-10.42.0.211-443-53760-6,45029600,40:24.3,2022-12-26 17:05:42+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,363,1008,CnAG8V1v0GRo6BkqPc,1
216.58.219.234-10.42.0.151-443-42488-6,45029601,40:24.3,2022-12-26 17:08:43+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,363,504,CnAG8V1v0GRo6BkqPc,0
172.217.10.46-10.42.0.151-443-41156-6,45029722,40:24.4,2022-12-26 17:08:43+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,892,CnAG8V1v0GRo6BkqPc,1
172.217.6.202-10.42.0.151-443-58284-6,45029723,40:24.4,2022-12-26 17:08:45+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-31.13.71.1-43599-443-6,45029758,40:24.4,2022-12-26 17:11:15+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
172.217.10.106-10.42.0.151-443-33034-6,45029759,40:24.4,2022-12-26 17:12:02+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
10.42.0.211-69.147.64.34-46380-443-6,45029760,40:24.4,2022-12-26 17:13:26+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
172.217.12.174-10.42.0.151-443-40409-6,45029761,40:24.4,2022-12-26 17:14:41+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
172.217.7.2-10.42.0.211-443-48580-6,45029762,40:24.4,2022-12-26 17:22:11+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
172.217.10.38-10.42.0.211-443-48115-6,45029763,40:24.4,2022-12-26 17:22:48+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
180.163.251.231-10.42.0.211-80-38109-6,45029764,40:24.4,2022-12-26 17:23:10+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
8.0.6.4-8.6.0.1-0-0-0,45029765,40:24.4,2022-12-26 17:29:37+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
202.77.129.150-10.42.0.211-80-37141-6,45029766,40:24.4,2022-12-26 17:29:50+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
172.217.6.238-10.42.0.211-443-37686-6,45029767,40:24.4,2022-12-26 17:33:25+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,1
216.58.218.228-10.42.0.211-80-36253-6,45029768,40:24.4,2022-12-26 17:33:25+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:vssmonitoring,80,15035,41,504,CnAG8V1v0GRo6BkqPc,0
192.229.173.173-10.42.0.151-80-59838-6,45029769,40:24.4,2022-12-26 17:34:40+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,41,504,CnAG8V1v0GRo6BkqPc,1
172.217.10.138-10.42.0.151-443-36166-6,45030126,40:24.5,2022-12-26 17:37:35+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
172.217.9.227-10.42.0.151-443-34575-6,45030127,40:24.5,2022-12-26 17:37:59+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,1
172.217.3.110-10.42.0.151-443-39780-6,45030164,40:24.5,2022-12-26 17:38:41+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
10.42.0.1-10.42.0.42-53-12452-17,45030165,40:24.5,2022-12-26 17:38:53+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
202.77.129.230-10.42.0.211-80-50642-6,45030166,40:24.5,2022-12-26 17:40:53+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
182.22.25.252-10.42.0.211-443-57336-6,45030167,40:24.5,2022-12-26 17:41:20+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
10.42.0.151-10.42.0.1-7018-53-17,45030168,40:24.5,2022-12-26 17:42:08+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
10.42.0.211-23.206.166.62-34846-80-6,45030169,40:24.5,2022-12-26 17:43:44+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
172.217.10.46-10.42.0.151-443-36861-6,45030170,40:24.5,2022-12-26 17:43:49+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,1
10.42.0.211-106.11.15.99-49706-443-6,45030171,40:24.5,2022-12-26 17:43:52+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-10.42.0.1-23785-53-17,45030172,40:24.5,2022-12-26 17:55:32+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-10.42.0.1-14200-53-17,45030173,40:24.5,2022-12-26 17:55:43+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-104.107.53.36-51899-443-6,45030174,40:24.5,2022-12-26 17:56:01+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,363,2544,CnAG8V1v0GRo6BkqPc,1
172.217.10.106-10.42.0.211-443-41206-6,45030175,40:24.5,2022-12-26 17:56:04+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,363,504,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-10.42.0.1-12152-53-17,45030512,40:24.6,2022-12-26 17:56:05+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
183.79.248.124-10.42.0.211-443-40433-6,45030513,40:24.6,2022-12-26 17:56:37+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
10.42.0.151-35.185.15.58-57484-443-6,45030522,40:24.6,2022-12-26 17:57:26+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
10.42.0.151-52.40.231.132-39385-443-6,45030523,40:24.6,2022-12-26 17:57:27+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
198.11.188.80-10.42.0.211-443-33495-6,45030524,40:24.6,2022-12-26 18:00:55+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,1
10.42.0.1-10.42.0.42-53-61578-17,45030525,40:24.6,2022-12-26 18:03:16+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
175.100.207.232-10.42.0.151-80-40407-6,45030660,40:24.7,2022-12-26 18:03:46+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,1
140.205.230.8-10.42.0.211-80-57746-6,45030661,40:24.7,2022-12-26 18:04:48+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,1
157.240.2.20-10.42.0.211-443-56705-6,45030662,40:24.7,2022-12-26 18:04:59+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,362,12816,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-10.42.0.1-1177-53-17,45030663,40:24.7,2022-12-26 18:05:24+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,362,1008,CnAG8V1v0GRo6BkqPc,1
10.42.0.211-10.42.0.1-30886-53-17,45030712,40:24.7,2022-12-26 18:05:29+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
217.69.133.145-10.42.0.151-443-54651-6,45030713,40:24.7,2022-12-26 18:05:29+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
10.42.0.211-14.29.93.254-55374-80-6,45030724,40:24.7,2022-12-26 18:12:11+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-64.71.142.124-38627-443-6,45030725,40:24.7,2022-12-26 18:13:27+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
172.217.10.109-10.42.0.42-443-41083-6,45030726,40:24.7,2022-12-26 18:16:29+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
172.217.10.238-10.42.0.211-443-47244-6,45030727,40:24.7,2022-12-26 18:16:35+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
10.42.0.151-10.42.0.1-29842-53-17,45030728,40:24.7,2022-12-26 18:20:59+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-10.42.0.1-42923-53-17,45031050,40:24.8,2022-12-26 18:21:32+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,1
10.42.0.151-52.84.61.201-53021-443-6,45031051,40:24.8,2022-12-26 18:22:34+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-10.42.0.1-11712-53-17,45031052,40:24.8,2022-12-26 18:22:34+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
211.144.37.229-10.42.0.151-80-41854-6,45031053,40:24.8,2022-12-26 18:23:37+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-104.192.110.245-53531-80-6,45031054,40:24.8,2022-12-26 18:25:15+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
172.217.6.228-10.42.0.211-443-44716-6,45031055,40:24.8,2022-12-26 18:25:20+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,1
172.217.12.206-10.42.0.151-443-33233-6,45031056,40:24.8,2022-12-26 18:27:53+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
172.217.10.42-10.42.0.151-443-54478-6,45031057,40:24.8,2022-12-26 18:29:19+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,420,CnAG8V1v0GRo6BkqPc,0
174.35.73.108-10.42.0.42-80-34972-6,45031304,40:24.9,2022-12-26 18:29:19+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
10.42.0.151-31.13.80.5-48425-443-6,45031305,40:24.9,2022-12-26 18:29:30+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
10.42.0.151-31.13.69.195-37294-443-6,45031324,40:24.9,2022-12-26 18:34:40+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
10.42.0.151-14.17.42.57-33208-80-6,45031325,40:24.9,2022-12-26 19:11:28+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,1
129.146.14.98-10.42.0.151-443-58589-6,45031326,40:24.9,2022-12-26 19:12:38+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
10.42.0.42-52.71.229.141-60086-443-6,45031327,40:24.9,2022-12-26 19:13:14+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
10.42.0.151-10.42.0.1-42953-53-17,45031328,40:24.9,2022-12-26 19:14:40+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,1
10.42.0.211-10.42.0.1-58332-53-17,45031329,40:24.9,2022-12-26 19:15:04+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
10.42.0.151-10.42.0.1-10842-53-17,45031330,40:24.9,2022-12-26 19:58:56+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
10.42.0.211-107.22.224.100-40850-443-6,45031331,40:24.9,2022-12-26 19:59:02+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,1
198.11.132.221-10.42.0.211-443-35890-6,45031332,40:24.9,2022-12-26 19:59:02+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
239.255.255.250-10.42.0.1-1900-52769-17,45031333,40:24.9,2022-12-26 20:12:24+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,1008,CnAG8V1v0GRo6BkqPc,0
174.35.73.136-10.42.0.211-80-53654-6,45031334,40:24.9,2022-12-26 20:13:15+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp:vssmonitoring,80,15035,41,504,CnAG8V1v0GRo6BkqPc,0
10.42.0.42-23.208.156.9-55629-443-6,45031335,40:24.9,2022-12-26 20:14:39+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,41,504,CnAG8V1v0GRo6BkqPc,0
10.42.0.1-10.42.0.42-53-23483-17,45031544,40:25.0,2022-12-26 20:26:56+09,149.171.126.16,175.45.176.2,sll:ethertype:ip:tcp,80,15035,1500,504,CnAG8V1v0GRo6BkqPc,0
